noun,modifier,nounmodifier
ADAPTER;PLATE;ADAPTER, PLATE
ADAPTER;PLUG;ADAPTER, PLUG
ADAPTER;ROCK DRILL COUPLING;ADAPTER, ROCK DRILL COUPLING
ADAPTER;SENSOR;ADAPTER, SENSOR
ADAPTER;SLEEVE,BEARING;ADAPTER, SLEEVE,BEARING
ADAPTER;SOCKET;ADAPTER, SOCKET
ADAPTER;SPLINE;ADAPTER, SPLINE
ADAPTER;SUB;ADAPTER, SUB
ADAPTER;SWITCH;ADAPTER, SWITCH
ADAPTER;TERMINAL;ADAPTER, TERMINAL
ADAPTER;THERMOCOUPLE;ADAPTER, THERMOCOUPLE
ADAPTER;TOOL;ADAPTER, TOOL
ADAPTER;TUBE;ADAPTER, TUBE
ADAPTER;TUBE TO HOSE;ADAPTER, TUBE TO HOSE
ADAPTER;TUBE TO PIPE;ADAPTER, TUBE TO PIPE
ADAPTER;WELLHEAD;ADAPTER, WELLHEAD
ADDITIVE;NO MODIFIER;ADDITIVE,NO MODIFIER
ADHESIVE;NO MODIFIER;ADHESIVE,NO MODIFIER
ADHESIVE;INSULATING;ADHESIVE, INSULATING
ADJUSTER;NO MODIFIER;ADJUSTER,NO MODIFIER
ADJUSTER;BRAKE;ADJUSTER, BRAKE
ADJUSTER;CHAIN;ADJUSTER, CHAIN
ADJUSTER;TRACK;ADJUSTER, TRACK
AERATOR;NO MODIFIER;AERATOR,NO MODIFIER
AGENT;FIRE EXTINGUISHER;AGENT, FIRE EXTINGUISHER
AGGLOMERATOR;TIRE;AGGLOMERATOR, TIRE
AGGREGATE;NO MODIFIER;AGGREGATE,NO MODIFIER
AGITATOR;NO MODIFIER;AGITATOR,NO MODIFIER
AIR CONDITIONER;NO MODIFIER;AIR CONDITIONER,NO MODIFIER
AIR FRESHENER;NO MODIFIER;AIR FRESHENER,NO MODIFIER
AIR MOVER;ADJUSTABLE;AIR MOVER, ADJUSTABLE
AIRBAG;NO MODIFIER;AIRBAG,NO MODIFIER
AIRBAG;PNEUMATIC;AIRBAG, PNEUMATIC
ALARM;NO MODIFIER;ALARM,NO MODIFIER
ALCOHOL;NO MODIFIER;ALCOHOL,NO MODIFIER
ALIGNMENT;TOOL;ALIGNMENT, TOOL
ALTERNATOR;NO MODIFIER;ALTERNATOR,NO MODIFIER
AMMETER;NO MODIFIER;AMMETER,NO MODIFIER
AMPLIFIER;NO MODIFIER;AMPLIFIER,NO MODIFIER
AMPLIFIER;ISOLATION;AMPLIFIER, ISOLATION
ANALYZER;NO MODIFIER;ANALYZER,NO MODIFIER
ANALYZER;CHROMATOGRAPH;ANALYZER, CHROMATOGRAPH
ANALYZER;COLUMN;ANALYZER, COLUMN
ANALYZER;CONDUCTIVITY;ANALYZER, CONDUCTIVITY
ANALYZER;GAS;ANALYZER, GAS
ANALYZER;PH;ANALYZER, PH
ANALYZER;SILICA;ANALYZER, SILICA
ANALYZER;TURBIDITY;ANALYZER, TURBIDITY
ANCHOR;NO MODIFIER;ANCHOR,NO MODIFIER
ANCHOR;BEAM;ANCHOR, BEAM
ANCHOR;EARTH;ANCHOR, EARTH
ANCHOR;REFRACTORY;ANCHOR, REFRACTORY
ANCHOR;SCREW;ANCHOR, SCREW
ANCHOR;SLEEVE;ANCHOR, SLEEVE
ANCHOR;STUD;ANCHOR, STUD
ANCHOR;TOGGLE BOLT;ANCHOR, TOGGLE BOLT
ANCHOR;WEDGE;ANCHOR, WEDGE
ANEMOMETER;NO MODIFIER;ANEMOMETER,NO MODIFIER
ANGLE;NO MODIFIER;ANGLE,NO MODIFIER
ANGLE;STRUCTURAL;ANGLE, STRUCTURAL
ANNUBAR;NO MODIFIER;ANNUBAR,NO MODIFIER
ANNUNCIATOR;NO MODIFIER;ANNUNCIATOR,NO MODIFIER
ANODE;NO MODIFIER;ANODE,NO MODIFIER
ANTENNA;NO MODIFIER;ANTENNA,NO MODIFIER
ANTENNA;RADIO;ANTENNA, RADIO
ANTI-SEIZE;COMPOUND;ANTI-SEIZE, COMPOUND
ANTI-VIBRATOR;NO MODIFIER;ANTI-VIBRATOR,NO MODIFIER
ANTISCALANT;NO MODIFIER;ANTISCALANT,NO MODIFIER
APPARATUS;BREATHING;APPARATUS, BREATHING
APRON;NO MODIFIER;APRON,NO MODIFIER
APRON;MEDICAL;APRON, MEDICAL
APRON;WELDING;APRON, WELDING
ARBOR;NO MODIFIER;ARBOR,NO MODIFIER
ARBOR;HOLE SAW;ARBOR, HOLE SAW
ARM;NO MODIFIER;ARM,NO MODIFIER
ARMATURE;NO MODIFIER;ARMATURE,NO MODIFIER
ARMATURE;MOTOR;ARMATURE, MOTOR
ARM;LIFTING;ARM, LIFTING
ARM;MANIPULATOR;ARM, MANIPULATOR
ARM;RABBLE;ARM, RABBLE
ARM;SWING;ARM, SWING
ARRESTER;NO MODIFIER;ARRESTER,NO MODIFIER
ARRESTER;ELECTRICAL;ARRESTER, ELECTRICAL
ARRESTER;FLAME;ARRESTER, FLAME
ARRESTER;FLASHBACK;ARRESTER, FLASHBACK
ARRESTER;LIGHTNING;ARRESTER, LIGHTNING
ARRESTER;SURGE;ARRESTER, SURGE
ARRESTER;WATER HAMMER;ARRESTER, WATER HAMMER
ARRESTOR;FALL;ARRESTOR, FALL
ASPIRATOR;NO MODIFIER;ASPIRATOR,NO MODIFIER
ASSEMBLY;NO MODIFIER;ASSEMBLY,NO MODIFIER
ATOMIZER;NO MODIFIER;ATOMIZER,NO MODIFIER
AWL;TOOL;AWL, TOOL
AXE;NO MODIFIER;AXE,NO MODIFIER
AXLE;NO MODIFIER;AXLE,NO MODIFIER
BACKPLANE;NO MODIFIER;BACKPLANE,NO MODIFIER
BACKREST;NO MODIFIER;BACKREST,NO MODIFIER
BACKSTOP;NO MODIFIER;BACKSTOP,NO MODIFIER
BAFFLE;NO MODIFIER;BAFFLE,NO MODIFIER
BAFFLE;OIL;BAFFLE, OIL
BAG;NO MODIFIER;BAG,NO MODIFIER
BAG;AIR;BAG, AIR
BAG;ANTI-STATIC;BAG, ANTI-STATIC
BAG;EXPLOSIVE;BAG, EXPLOSIVE
BAG;FILTER;BAG, FILTER
BAG;LAB;BAG, LAB
BAG;LAUNDRY;BAG, LAUNDRY
BAG;SAMPLE;BAG, SAMPLE
BAG;SHIPPING;BAG, SHIPPING
BAG;SHOPPING;BAG, SHOPPING
BAG;TENT;BAG, TENT
BAG;TEXTILE;BAG, TEXTILE
BAG;TOOL;BAG, TOOL
BAG;WASTE;BAG, WASTE
BAIL;NO MODIFIER;BAIL,NO MODIFIER
BAILER;NO MODIFIER;BAILER,NO MODIFIER
BALANCER;NO MODIFIER;BALANCER,NO MODIFIER
BALANCER;FLOW;BALANCER, FLOW
BALANCER;TOOL;BALANCER, TOOL
BALANCER;WHEEL;BALANCER, WHEEL
BALL;NO MODIFIER;BALL,NO MODIFIER
BALLAST;NO MODIFIER;BALLAST,NO MODIFIER
BALL;BEARING;BALL, BEARING
BALL;CHECK;BALL, CHECK
BALL;DROP;BALL, DROP
BALL;GRINDING;BALL, GRINDING
BALL;PLUNGER;BALL, PLUNGER
BALL;SPORTS;BALL, SPORTS
BALL;VALVE;BALL, VALVE
BAND;NO MODIFIER;BAND,NO MODIFIER
BANDAGE;NO MODIFIER;BANDAGE,NO MODIFIER
BAND;ARM;BAND, ARM
BAND;BRAKE;BAND, BRAKE
BAND;CLAMP;BAND, CLAMP
BAND;HEAD;BAND, HEAD
BAND;POLE;BAND, POLE
BAND;STRAPPING;BAND, STRAPPING
BAND;SWEAT;BAND, SWEAT
BAND;WRIST;BAND, WRIST
BAR;NO MODIFIER;BAR,NO MODIFIER
BAR;BELT LIFTER;BAR, BELT LIFTER
BAR;BORING;BAR, BORING
BAR;BREAKER;BAR, BREAKER
BAR;BUMPER;BAR, BUMPER
BAR;BURNING;BAR, BURNING
BAR;CORED;BAR, CORED
BAR;EARTHING;BAR, EARTHING
BAR;GRATE;BAR, GRATE
BAR;GRIZZLY;BAR, GRIZZLY
BAR;GROUSER;BAR, GROUSER
BAR;HEXAGON CORED;BAR, HEXAGON CORED
BAR;HEXAGONAL;BAR, HEXAGONAL
BAR;HOLD DOWN;BAR, HOLD DOWN
BAR;HOLLOW;BAR, HOLLOW
BAR;OCTAGON;BAR, OCTAGON
BAR;OCTAGON CORED;BAR, OCTAGON CORED
BAROMETER;NO MODIFIER;BAROMETER,NO MODIFIER
BAR;PRY;BAR, PRY
BAR;RECTANGULAR;BAR, RECTANGULAR
BAR;REINFORCING;BAR, REINFORCING
BARREL;NO MODIFIER;BARREL,NO MODIFIER
BARRICADE;NO MODIFIER;BARRICADE,NO MODIFIER
BARRICADE;SAFETY;BARRICADE, SAFETY
BARRIER;NO MODIFIER;BARRIER,NO MODIFIER
BARRIER;ARC;BARRIER, ARC
BARRIER;INTRINSIC SAFETY;BARRIER, INTRINSIC SAFETY
BARRIER;TERMINAL END;BARRIER, TERMINAL END
BARRIER;ZENER;BARRIER, ZENER
BAR;ROUND;BAR, ROUND
BAR;ROUND CORED;BAR, ROUND CORED
BAR;SCALING;BAR, SCALING
BAR;SPRAY;BAR, SPRAY
BAR;SQUARE;BAR, SQUARE
BAR;STABILIZER;BAR, STABILIZER
BAR;STRIKING;BAR, STRIKING
BAR;SUSPENSION;BAR, SUSPENSION
BAR;TEE;BAR, TEE
BAR;TOW;BAR, TOW
BASE;NO MODIFIER;BASE,NO MODIFIER
BASE PLATE;NO MODIFIER;BASE PLATE,NO MODIFIER
BASE;FUSE;BASE, FUSE
BASE;MAGNETIC;BASE, MAGNETIC
BASE;MOTOR;BASE, MOTOR
BASE;MOUNTING;BASE, MOUNTING
BASE;POLE;BASE, POLE
BASE;PUMP;BASE, PUMP
BASIL;NO MODIFIER;BASIL,NO MODIFIER
BASIN;NO MODIFIER;BASIN,NO MODIFIER
BASKET;NO MODIFIER;BASKET,NO MODIFIER
BASKET;BIT BREAKER;BASKET, BIT BREAKER
BASKET;STRAINER;BASKET, STRAINER
BASKET;WASTE;BASKET, WASTE
BATTERY;NO MODIFIER;BATTERY,NO MODIFIER
BATTERY PACK;NO MODIFIER;BATTERY PACK,NO MODIFIER
BATTERY;BANK;BATTERY, BANK
BATTERY;COIN CELL;BATTERY, COIN CELL
BATTERY;DRY CELL;BATTERY, DRY CELL
BATTERY;STORAGE;BATTERY, STORAGE
BAY LEAF;NO MODIFIER;BAY LEAF,NO MODIFIER
BEACON;NO MODIFIER;BEACON,NO MODIFIER
BEAD;NO MODIFIER;BEAD,NO MODIFIER
BEAD;GLASS;BEAD, GLASS
BEAKER;NO MODIFIER;BEAKER,NO MODIFIER
BEAKER;LAB;BEAKER, LAB
BEAM;NO MODIFIER;BEAM,NO MODIFIER
BEAM;STRUCTURAL;BEAM, STRUCTURAL
BEAM;WELDED;BEAM, WELDED
BEARING;NO MODIFIER;BEARING,NO MODIFIER
BEARING SET;NO MODIFIER;BEARING SET,NO MODIFIER
BEARING UNIT;NO MODIFIER;BEARING UNIT,NO MODIFIER
BEARING UNIT;CAM FOLLOWER;BEARING UNIT, CAM FOLLOWER
BEARING UNIT;FLANGE BLOCK;BEARING UNIT, FLANGE BLOCK
BEARING UNIT;HANGER;BEARING UNIT, HANGER
BEARING UNIT;PILLOW BLOCK;BEARING UNIT, PILLOW BLOCK
BEARING UNIT;ROD END;BEARING UNIT, ROD END
BEARING UNIT;TAKE-UP;BEARING UNIT, TAKE-UP
BEARING;BALL;BEARING, BALL
BEARING;CARRIER;BEARING, CARRIER
BEARING;COMBINATION;BEARING, COMBINATION
BEARING;INSERT;BEARING, INSERT
BEARING;JOURNAL;BEARING, JOURNAL
BEARING;LINEAR;BEARING, LINEAR
BEARING;ROLLER;BEARING, ROLLER
BEARING;SLEEVE;BEARING, SLEEVE
BEARING;SLEWING;BEARING, SLEWING
BEARING;THRUST;BEARING, THRUST
BED;NO MODIFIER;BED,NO MODIFIER
BELLCRANK;NO MODIFIER;BELLCRANK,NO MODIFIER
BELL;ELECTRICAL;BELL, ELECTRICAL
BELL;LIFTING;BELL, LIFTING
BELLOWS;NO MODIFIER;BELLOWS,NO MODIFIER
BELT;NO MODIFIER;BELT,NO MODIFIER
BELT DRESSING;SPRAY GRIP;BELT DRESSING, SPRAY GRIP
BELT LACING;NO MODIFIER;BELT LACING,NO MODIFIER
BELT;CLOTH;BELT, CLOTH
BELT;CONVEYOR;BELT, CONVEYOR
BELT;FLAT;BELT, FLAT
BELT;SAFETY;BELT, SAFETY
BELT;SEAT;BELT, SEAT
BELT;TIMING;BELT, TIMING
BELT;TOOL;BELT, TOOL
BELT;V;BELT, V
BENCH;NO MODIFIER;BENCH,NO MODIFIER
BEND;NO MODIFIER;BEND,NO MODIFIER
BEND;CABLE TRAY;BEND, CABLE TRAY
BEND;CONDUIT;BEND, CONDUIT
BEND;CONVEYOR;BEND, CONVEYOR
BENDER;NO MODIFIER;BENDER,NO MODIFIER
BENDER;PIPE/TUBE;BENDER, PIPE/TUBE
BENDER;TUBE;BENDER, TUBE
BEND;PIPE;BEND, PIPE
BEND;TUBE;BEND, TUBE
BEVERAGE;NO MODIFIER;BEVERAGE,NO MODIFIER
BIB;NO MODIFIER;BIB,NO MODIFIER
BIB;SAFETY;BIB, SAFETY
BIB;WELDING;BIB, WELDING
BIN;NO MODIFIER;BIN,NO MODIFIER
BINDER;NO MODIFIER;BINDER,NO MODIFIER
BINDER;LOAD;BINDER, LOAD
BINDER;RING;BINDER, RING
BIN;STORAGE;BIN, STORAGE
BIN;WASTE;BIN, WASTE
BIT;NO MODIFIER;BIT,NO MODIFIER
BIT;AUGER;BIT, AUGER
BIT;BORING;BIT, BORING
BIT;BURR;BIT, BURR
BIT;BUTTON;BIT, BUTTON
BIT;CENTER DRILL;BIT, CENTER DRILL
BIT;CORE;BIT, CORE
BIT;CORNER;BIT, CORNER
BIT;DRILL;BIT, DRILL
BIT;DRIVE;BIT, DRIVE
BIT;END;BIT, END
BIT;PERCUSSION;BIT, PERCUSSION
BIT;ROCK;BIT, ROCK
BIT;ROTARY HAMMER;BIT, ROTARY HAMMER
BIT;ROUTER;BIT, ROUTER
BIT;SCRAPER;BIT, SCRAPER
BIT;SPADE;BIT, SPADE
BIT;STEP DRILL;BIT, STEP DRILL
BIT;TOOL;BIT, TOOL
BIT;TRICONE;BIT, TRICONE
BIT;WOOD;BIT, WOOD
BLADDER;NO MODIFIER;BLADDER,NO MODIFIER
BLADDER;ACCUMULATOR;BLADDER, ACCUMULATOR
BLADE;NO MODIFIER;BLADE,NO MODIFIER
BLADE;BAND SAW;BLADE, BAND SAW
BLADE;BOW SAW;BLADE, BOW SAW
BLADE;CIRCULAR SAW;BLADE, CIRCULAR SAW
BLADE;DIFFUSER;BLADE, DIFFUSER
BLADE;FAN;BLADE, FAN
BLADE;HACK SAW;BLADE, HACK SAW
BLADE;HOLE SAW;BLADE, HOLE SAW
BLADE;JIG SAW;BLADE, JIG SAW
BLADE;KNIFE;BLADE, KNIFE
BLADE;RAZOR;BLADE, RAZOR
BLADE;SCALPEL;BLADE, SCALPEL
BLADE;SCRAPER;BLADE, SCRAPER
BLADE;SHEAR;BLADE, SHEAR
BLADE;TURBINE;BLADE, TURBINE
BLADE;V-PLOW;BLADE, V-PLOW
BLADE;WIPER;BLADE, WIPER
BLANKET;NO MODIFIER;BLANKET,NO MODIFIER
BLANKET;FIRE;BLANKET, FIRE
BLANKET;WELDING;BLANKET, WELDING
BLIND;NO MODIFIER;BLIND,NO MODIFIER
BLIND;PADDLE;BLIND, PADDLE
BLIND;PIPELINE;BLIND, PIPELINE
BLIND;SLIP;BLIND, SLIP
BLIND;SPECTACLE;BLIND, SPECTACLE
BLOCK;NO MODIFIER;BLOCK,NO MODIFIER
BLOCK;BURNER;BLOCK, BURNER
BLOCK;CEMENT;BLOCK, CEMENT
BLOCK;CHEEK;BLOCK, CHEEK
BLOCK;CONTACT;BLOCK, CONTACT
BLOCK;CYLINDER;BLOCK, CYLINDER
BLOCK;DISTRIBUTION;BLOCK, DISTRIBUTION
BLOCK;FUSE;BLOCK, FUSE
BLOCK;GUIDE;BLOCK, GUIDE
BLOCK;HOIST;BLOCK, HOIST
BLOCK;MANIFOLD;BLOCK, MANIFOLD
BLOCK;MOUNTING;BLOCK, MOUNTING
BLOCK;PULLEY/SHEAVE;BLOCK, PULLEY/SHEAVE
BLOCK;RECESS;BLOCK, RECESS
BLOCK;RISER;BLOCK, RISER
BLOCK;SLIDING;BLOCK, SLIDING
BLOCK;SNATCH;BLOCK, SNATCH
BLOCK;STEP;BLOCK, STEP
BLOCK;TAPHOLE;BLOCK, TAPHOLE
BLOCK;TERMINAL;BLOCK, TERMINAL
BLOCK;V;BLOCK, V
BLOCK;WEAR;BLOCK, WEAR
BLOW GUN;AIR;BLOW GUN, AIR
BLOWER;NO MODIFIER;BLOWER,NO MODIFIER
BLOWER;AIR;BLOWER, AIR
BLOWER;AXIAL;BLOWER, AXIAL
BLOWER;CENTRIFUGAL;BLOWER, CENTRIFUGAL
BLOWER;HOIST;BLOWER, HOIST
BLOWER;VACUUM;BLOWER, VACUUM
BOARD;NO MODIFIER;BOARD,NO MODIFIER
BOARD;BARGE;BOARD, BARGE
BOARD;CLIP;BOARD, CLIP
BOARD;CUTTING;BOARD, CUTTING
BOARD;DISPLAY;BOARD, DISPLAY
BOARD;DISTRIBUTION;BOARD, DISTRIBUTION
BOARD;INPUT/OUTPUT;BOARD, INPUT/OUTPUT
BOARD;INSULATION;BOARD, INSULATION
BOARD;LOCKOUT;BOARD, LOCKOUT
BOARD;PRINTED CIRCUIT;BOARD, PRINTED CIRCUIT
BOARD;SAFETY;BOARD, SAFETY
BOARD;TERMINAL;BOARD, TERMINAL
BOARD;TOE;BOARD, TOE
BOARD;TRIM;BOARD, TRIM
BOARD;WRITING;BOARD, WRITING
BODY;NO MODIFIER;BODY,NO MODIFIER
BODY CREAM;SKINCARE;BODY CREAM, SKINCARE
BODY;COLLET;BODY, COLLET
BODY;CONDUIT;BODY, CONDUIT
BODY;DUMP TRUCK;BODY, DUMP TRUCK
BODY;TORCH;BODY, TORCH
BODY;VALVE;BODY, VALVE
BOILER;NO MODIFIER;BOILER,NO MODIFIER
BOLT;NO MODIFIER;BOLT,NO MODIFIER
BOLT;ANCHOR;BOLT, ANCHOR
BOLT;ASSEMBLY;BOLT, ASSEMBLY
BOLT;BANJO;BOLT, BANJO
BOLT;CARRIAGE;BOLT, CARRIAGE
BOLT;CLOSET;BOLT, CLOSET
BOLT;COACH;BOLT, COACH
BOLT;ELEVATOR;BOLT, ELEVATOR
BOLT;EYE;BOLT, EYE
BOLT;HANGER;BOLT, HANGER
BOLT;HUCK;BOLT, HUCK
BOLT;J;BOLT, J
BOLT;MACHINE;BOLT, MACHINE
BOLT;PLOW;BOLT, PLOW
BOLT;SHOULDER;BOLT, SHOULDER
BOLT;STOVE;BOLT, STOVE
BOLT;STRUCTURAL;BOLT, STRUCTURAL
BOLT;SWING;BOLT, SWING
BOLT;T;BOLT, T
BOLT;TAKE-UP;BOLT, TAKE-UP
BOLT;TOGGLE;BOLT, TOGGLE
BOLT;TRACK;BOLT, TRACK
BOLT;U;BOLT, U
BOLT;WING;BOLT, WING
BONNET;NO MODIFIER;BONNET,NO MODIFIER
BONNET;VALVE;BONNET, VALVE
BOOK;NO MODIFIER;BOOK,NO MODIFIER
BOOM;NO MODIFIER;BOOM,NO MODIFIER
BOOM;CONTAINMENT;BOOM, CONTAINMENT
BOOSTER;NO MODIFIER;BOOSTER,NO MODIFIER
BOOSTER;AIR;BOOSTER, AIR
BOOSTER;EXPLOSIVE;BOOSTER, EXPLOSIVE
BOOSTER;GAS;BOOSTER, GAS
BOOSTER;HYDRAULIC;BOOSTER, HYDRAULIC
BOOSTER;POWER;BOOSTER, POWER
BOOSTER;PRESSURE;BOOSTER, PRESSURE
BOOSTER;RELAY;BOOSTER, RELAY
BOOSTER;ULTRASONIC;BOOSTER, ULTRASONIC
BOOSTER;VOLUME;BOOSTER, VOLUME
BOOT;NO MODIFIER;BOOT,NO MODIFIER
BOOT;DUST;BOOT, DUST
BOOT;HEAT SHRINK;BOOT, HEAT SHRINK
BOOT;PIPE;BOOT, PIPE
BOOTS;NO MODIFIER;BOOTS,NO MODIFIER
BOOTS;SAFETY;BOOTS, SAFETY
BOOT;WATER PROOF;BOOT, WATER PROOF
BORESCOPE;NO MODIFIER;BORESCOPE,NO MODIFIER
BOSS;PIPE;BOSS, PIPE
BOTTLE;NO MODIFIER;BOTTLE,NO MODIFIER
BOTTLE;LAB;BOTTLE, LAB
BOTTLE;SAMPLE;BOTTLE, SAMPLE
BOWL;NO MODIFIER;BOWL,NO MODIFIER
BOWL;FILTER;BOWL, FILTER
BOWL;PUMP;BOWL, PUMP
BOX;NO MODIFIER;BOX,NO MODIFIER
BOX;BATTERY;BOX, BATTERY
BOX;CASH;BOX, CASH
BOX;CONDUIT;BOX, CONDUIT
BOX;CORRUGATED;BOX, CORRUGATED
BOX;FEED;BOX, FEED
BOX;FILING;BOX, FILING
BOX;FIRE HOSE;BOX, FIRE HOSE
BOX;FOOD;BOX, FOOD
BOX;JUNCTION;BOX, JUNCTION
BOX;LOCKOUT;BOX, LOCKOUT
BOX;SAMPLE;BOX, SAMPLE
BOX;SHIPPING;BOX, SHIPPING
BOX;STUFFING;BOX, STUFFING
BOX;TERMINAL;BOX, TERMINAL
BOX;TOOL;BOX, TOOL
BOX;TRANSPORTATION;BOX, TRANSPORTATION
BRACE;NO MODIFIER;BRACE,NO MODIFIER
BRACE;BACK SUPPORT;BRACE, BACK SUPPORT
BRACE;POLE;BRACE, POLE
BRACKET;NO MODIFIER;BRACKET,NO MODIFIER
BRACKET;ANGLE;BRACKET, ANGLE
BRACKET;BEARING;BRACKET, BEARING
BRACKET;ELECTRICAL;BRACKET, ELECTRICAL
BRACKET;FRAMING FITTING;BRACKET, FRAMING FITTING
BRACKET;FUSE;BRACKET, FUSE
BRACKET;GROUNDING;BRACKET, GROUNDING
BRACKET;MOUNTING;BRACKET, MOUNTING
BRACKET;SUPPORT;BRACKET, SUPPORT
BRAKE;NO MODIFIER;BRAKE,NO MODIFIER
BRAKE;DISC;BRAKE, DISC
BRAKE;DRUM;BRAKE, DRUM
BRAKE;ELECTRICAL;BRAKE, ELECTRICAL
BRAKE;HOIST;BRAKE, HOIST
BRAKE;PROPEL;BRAKE, PROPEL
BRANCH FITTING;PIPE;BRANCH FITTING, PIPE
BREAD;NO MODIFIER;BREAD,NO MODIFIER
BREAKAWAY;HOSE;BREAKAWAY, HOSE
BREAKER;NO MODIFIER;BREAKER,NO MODIFIER
BREAKER;VACUUM;BREAKER, VACUUM
BREATHER;NO MODIFIER;BREATHER,NO MODIFIER
BRICK;NO MODIFIER;BRICK,NO MODIFIER
BRICK;FLOOR;BRICK, FLOOR
BRICK;PAVING;BRICK, PAVING
BRICK;REFRACTORY;BRICK, REFRACTORY
BRICK;RETAINING;BRICK, RETAINING
BRIDGE;ELECTRICAL;BRIDGE, ELECTRICAL
BRIDLE;NO MODIFIER;BRIDLE,NO MODIFIER
BROACH;NO MODIFIER;BROACH,NO MODIFIER
BROACH SET;NO MODIFIER;BROACH SET,NO MODIFIER
BROACH SET;KEYWAY;BROACH SET, KEYWAY
BROOM;NO MODIFIER;BROOM,NO MODIFIER
BRUSH;CARBON;BRUSH, CARBON
BRUSH;CLEANING;BRUSH, CLEANING
BRUSH;PAINT;BRUSH, PAINT
BRUSH;TUBE;BRUSH, TUBE
BRUSH;WIRE;BRUSH, WIRE
BUCKET;NO MODIFIER;BUCKET,NO MODIFIER
BUCKET;CONVEYOR;BUCKET, CONVEYOR
BUCKET;ELEVATOR;BUCKET, ELEVATOR
BUCKET;EXCAVATOR;BUCKET, EXCAVATOR
BUCKET;LOADER;BUCKET, LOADER
BUCKET;MCC;BUCKET, MCC
BUCKET;STEAM TRAP;BUCKET, STEAM TRAP
BUFFER;NO MODIFIER;BUFFER,NO MODIFIER
